pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_rade
CoRoT-23 b,1,1,3.6313,0.0001,-0.0001,0,0.048,0.004,-0.004,0,889.9,95.3,-95.3,0.0,2.8,0.3,-0.3,0.0,0.16,0.02,-0.02,0.0,G0 V,5900.0,100.0,-100.0,0,1.61,0.18,-0.18,0,1.14,0.08,-0.08,0,0.05,0.1,-0.1,0.0,[Fe/H],4.3,0.2,-0.2,0.0,15.675,0.206,-0.206,12.364,0.032,-0.032,15.0681,0.000409,-0.000409,11.77
CoRoT-24 b,1,2,5.1134,0.0006,-0.0006,0,0.056,0.002,-0.002,0,5.7,,,1.0,0.018,,,1.0,0.0,,,0.0,K1 V,4950.0,150.0,-150.0,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,0.3,0.15,-0.15,0.0,[Fe/H],4.55,0.15,-0.15,0.0,15.383,0.114,-0.114,12.924,0.024,-0.024,15.1801,0.000631,-0.000631,3.7
CoRoT-24 c,1,2,11.759,0.0063,-0.0063,0,0.098,0.003,-0.003,0,28.0,11.0,-11.0,0.0,0.088,0.035,-0.035,0.0,0.0,,,0.0,K1 V,4950.0,150.0,-150.0,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,0.3,0.15,-0.15,0.0,[Fe/H],4.55,0.15,-0.15,0.0,15.383,0.114,-0.114,12.924,0.024,-0.024,15.1801,0.000631,-0.000631,5.0
CoRoT-25 b,1,1,4.86069,6e-05,-6e-05,0,0.0578,0.002,-0.0009,0,85.81,12.71,-12.71,0.0,0.27,0.04,-0.04,0.0,0.0,,,0.0,F9,6040.0,90.0,-90.0,0,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0,-0.01,0.13,-0.13,0.0,[Fe/H],4.31,0.05,-0.08,0.0,14.79,0.172,-0.172,12.846,0.031,-0.031,14.711,0.000339,-0.000339,12.11
CoRoT-26 b,1,1,4.20474,5e-05,-5e-05,0,0.0526,0.001,-0.001,0,165.26,15.89,-15.89,0.0,0.52,0.05,-0.05,0.0,0.0,,,0.0,G5,5590.0,100.0,-100.0,0,1.79,0.18,-0.09,0,1.09,0.06,-0.06,0,0.01,0.13,-0.13,0.0,[Fe/H],3.99,0.05,-0.08,0.0,15.861,0.195,-0.195,13.261,0.034,-0.034,15.4682,0.001683,-0.001683,14.12
CoRoT-27 b,1,1,3.57532,6e-05,-6e-05,0,0.0476,0.0066,-0.0066,0,3302.11,174.8,-174.8,0.0,10.39,0.55,-0.55,0.0,0.065,,,1.0,G2,5900.0,120.0,-120.0,0,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0,-0.1,0.1,-0.1,0.0,[M/H],4.4,0.1,-0.1,0.0,15.774,0.103,-0.103,12.985,0.033,-0.033,15.3902,0.000615,-0.000615,11.287
CoRoT-28 b,1,1,5.20851,0.00038,-0.00038,0,0.0603,0.005,-0.005,0,153.82972,27.65121,-27.65121,0.0,0.484,0.087,-0.087,0.0,0.047,0.055,-0.038,0.0,G8/9 IV,5150.0,100.0,-100.0,0,1.78,0.11,-0.11,0,1.01,0.14,-0.14,0,0.15,0.1,-0.1,0.0,[Fe/H],3.6,0.2,-0.2,0.0,13.783,0.069,-0.069,11.032,0.025,-0.025,13.4119,0.000393,-0.000393,10.704595
CoRoT-29 b,1,1,2.85057,6e-06,-6e-06,0,0.0386,0.0059,-0.0059,0,270.1555,63.566,-63.566,0.0,0.85,0.2,-0.2,0.0,0.082,0.081,-0.081,0.0,K0 V,5260.0,100.0,-100.0,0,0.9,0.12,-0.12,0,0.97,0.14,-0.14,0,0.2,0.1,-0.1,0.0,[Fe/H],4.3,0.2,-0.2,0.0,15.408,0.126,-0.126,13.048,0.031,-0.031,15.2394,0.000532,-0.000532,10.0881
CoRoT-30 b,1,1,9.06005,0.00024,-0.00024,0,0.0844,0.0012,-0.0012,0,921.707,69.9226,-69.9226,0.0,2.9,0.22,-0.22,0.0,0.007,0.031,-0.031,0.0,G3 V,5650.0,100.0,-100.0,0,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0,0.02,0.1,-0.1,0.0,[Fe/H],4.4,0.1,-0.1,0.0,15.571,0.126,-0.126,13.562,0.045,-0.045,15.413,0.000666,-0.000666,11.309881
CoRoT-31 b,1,1,4.62941,0.00075,-0.00075,0,0.0586,0.0034,-0.0034,0,266.9772,108.0622,-108.0622,0.0,0.84,0.34,-0.34,0.0,0.02,0.16,-0.16,0.0,G2 IV,5700.0,120.0,-120.0,0,2.15,0.56,-0.66,0,1.25,0.22,-0.21,0,0.0,0.1,-0.1,0.0,[Fe/H],3.85,0.25,-0.25,0.0,15.479,0.309,-0.309,13.426,0.038,-0.038,15.4655,0.000809,-0.000809,16.36514
CoRoT-32 b,1,1,6.71837,1e-05,-1e-05,0,0.071,0.001,-0.001,0,47.6745,31.783,-31.783,0.0,0.15,0.1,-0.1,0.0,,,,,G0 VI,5970.0,100.0,-100.0,0,0.79,0.08,-0.09,0,1.08,0.08,-0.07,0,0.0,0.2,-0.2,0.0,[Fe/H],4.67,0.11,-0.08,0.0,13.626,0.149,-0.149,12.193,0.027,-0.027,13.5867,0.000754,-0.000754,6.38913
CoRoT-35 b,1,1,3.22748,8e-05,-8e-05,0,0.0429,0.00092,-0.00092,0,349.6112477,117.5965106,-117.5965106,0.0,1.1,0.37,-0.37,0.0,0.0,,,0.0,F6 V,6390.0,130.0,-130.0,0,1.65,0.1,-0.11,0,1.01,0.07,-0.06,0,-0.5,0.1,-0.1,0.0,[Fe/H],4.01,0.05,-0.05,0.0,15.635,0.229,-0.229,12.935,0.029,-0.029,15.2625,0.000514,-0.000514,18.83108758
CoRoT-36 b,1,1,5.616531,2.3e-05,-2.3e-05,0,0.066,0.007,-0.007,0,216.1233168,149.3793513,-136.666215,1.0,0.68,0.47,-0.43,1.0,0.0,,,0.0,F3 V,6730.0,140.0,-140.0,0,1.52,0.2,-0.1,0,1.32,0.09,-0.09,0,-0.1,0.1,-0.1,0.0,[Fe/H],4.16,0.06,-0.06,0.0,13.126,0.069,-0.069,11.592,0.021,-0.021,12.9515,0.00065,-0.00065,15.80466279
CoRoT-5 b,1,1,4.0378962,1.9e-06,-1.9e-06,0,0.04947,0.00026,-0.00029,0,148.42,14.937,-7.628,0.0,0.467,0.047,-0.024,0.0,0.09,0.09,-0.04,0.0,F9 V,6100.0,65.0,-65.0,0,1.186,0.04,-0.04,0,1.0,0.02,-0.02,0,-0.25,0.06,-0.06,0.0,[M/H],4.19,0.03,-0.03,0.0,14.043,0.149,-0.149,12.546,0.026,-0.026,13.9021,0.000418,-0.000418,15.558
CoRoT-6 b,1,1,8.886593,4e-06,-4e-06,0,0.0855,0.0015,-0.0015,0,940.74,108.06,-108.06,0.0,2.96,0.34,-0.34,0.0,0.1,,,1.0,F9 V,6090.0,70.0,-70.0,0,1.025,0.026,-0.026,0,1.05,0.05,-0.05,0,-0.2,0.1,-0.1,0.0,[Fe/H],4.43,0.1,-0.1,0.0,13.961,0.069,-0.069,12.119,0.024,-0.024,13.7459,0.000496,-0.000496,13.068
CoRoT-7 b,1,3,0.853585,2.4e-05,-2.4e-05,0,0.0172,0.00029,-0.00029,0,21.0,,,1.0,0.066,,,1.0,,,,,G9 V,5275.0,75.0,-75.0,0,0.87,0.04,-0.04,0,0.93,0.03,-0.03,0,0.03,0.06,-0.06,0.0,[M/H],4.5,0.1,-0.1,0.0,11.728,0.027,-0.027,9.806,0.021,-0.021,11.5239,0.000462,-0.000462,1.68135
CoRoT-8 b,1,1,6.21229,3e-05,-3e-05,0,0.063,0.001,-0.001,0,69.92,9.53,-9.53,0.0,0.22,0.03,-0.03,0.0,0.0,,,0.0,K1 V,5080.0,80.0,-80.0,0,0.77,0.02,-0.02,0,0.88,0.04,-0.04,0,0.3,0.1,-0.1,0.0,[M/H],4.58,0.08,-0.08,0.0,14.792,0.034,-0.034,11.463,0.021,-0.021,14.2195,0.000262,-0.000262,6.39
CoRoT-9 b,2,1,95.2738,0.0014,-0.0014,0,0.407,0.005,-0.005,0,266.97,22.25,-22.25,0.0,0.84,0.07,-0.07,0.0,0.11,0.04,-0.04,0.0,G3 V,5625.0,80.0,-80.0,0,0.94,0.04,-0.04,0,0.99,0.04,-0.04,0,-0.01,0.06,-0.06,0.0,[M/H],4.54,0.09,-0.09,0.0,13.637,0.137,-0.137,11.688,0.023,-0.023,13.5008,0.00032,-0.00032,11.948794
DMPP-1 b,1,4,18.57,0.01,-0.01,0,0.1462,0.0012,-0.0012,0,24.27,1.16,-1.59,0.0,0.07636158,0.00364975,-0.00500267,0.0,0.083,,,1.0,F8 V,6196.0,29.0,-29.0,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,,,,,,4.41,0.21,-0.21,0.0,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029,4.26
DMPP-1 c,1,4,6.584,0.003,-0.002,0,0.0733,0.0006,-0.0007,0,9.6,0.53,-1.58,0.0,0.03020483,0.00166756,-0.00497121,0.0,0.057,,,1.0,F8 V,6196.0,29.0,-29.0,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,,,,,,4.41,0.21,-0.21,0.0,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029,3.31
DMPP-1 d,1,4,2.882,0.001,-0.001,0,0.0422,0.0004,-0.0003,0,3.35,0.38,-0.34,0.0,0.01054023,0.00119561,-0.00106975,0.0,0.07,,,1.0,F8 V,6196.0,29.0,-29.0,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,,,,,,4.41,0.21,-0.21,0.0,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029,2.02
DMPP-1 e,1,4,5.516,0.002,-0.004,0,0.0651,0.0005,-0.0005,0,4.13,0.66,-1.14,0.0,0.01299437,0.00207658,-0.00358682,0.0,0.07,,,1.0,F8 V,6196.0,29.0,-29.0,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,,,,,,4.41,0.21,-0.21,0.0,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029,1.86
DMPP-2 b,1,3,5.2072,0.0002,-0.0055,0,0.0664,0.0005,-0.0005,0,138.89171,9.5349,-18.75197,0.0,0.437,0.03,-0.059,0.0,0.078,,,0.0,F5 V,6500.0,100.0,-100.0,0,1.78,0.09,-0.09,0,1.44,0.03,-0.03,0,,,,,,4.1,0.04,-0.04,0.0,8.57,0.03,-0.03,7.437,0.026,-0.026,8.45824,0.000266,-0.000266,14.2
DMPP-3 A b,2,1,6.6732,0.0011,-0.0003,0,0.0662,0.0013,-0.0013,0,2.58,0.35,-0.58,0.0,0.00811755,0.00110122,-0.00182487,0.0,0.14,0.091,-0.053,0.0,K0 V,5138.0,99.0,-99.0,0,0.91,0.02,-0.02,0,0.87,0.05,-0.05,0,0.18,0.09,-0.09,0.0,[Fe/H],4.3,0.51,-0.51,0.0,,,,,,,,,,1.44
DMPP-4 b,1,1,3.4982,0.0022,-0.2327,0,0.04853,0.00036,-0.00197,0,12.2,1.8,-1.9,0.0,0.03838549,0.00566343,-0.00597807,0.0,0.063,,,1.0,F5-F8 V,6400.0,50.0,-50.0,0,1.38,0.01,-0.01,0,1.25,0.02,-0.02,0,-0.007,0.056,-0.056,0.0,[Fe/H],4.24,0.1,-0.1,0.0,5.72936,0.023,-0.023,4.494,0.018,-0.018,5.60037,0.0014052,-0.0014052,3.53
EPIC 211945201 b,1,1,19.49213,1e-05,-1e-05,0,0.148,0.004,-0.004,0,27.0,14.0,-12.6,0.0,0.08495107,0.04404871,-0.03964383,0.0,0.0,,,0.0,G0,6025.0,100.0,-100.0,0,1.38,0.017,-0.018,0,1.18,0.03,-0.04,0,0.1,0.1,-0.1,0.0,[Fe/H],4.25,0.1,-0.1,0.0,10.154,0.008,-0.008,8.837,0.02,-0.02,10.0512,0.000372,-0.000372,5.76
EPIC 212737443 b,1,2,13.603,0.0013,-0.0013,0,0.098,0.004,-0.004,0,,,,,,,,,0.2,0.2,-0.2,0.0,K3,4684.0,79.0,-79.0,0,0.673,0.024,-0.024,0,0.69,0.038,-0.038,0,-0.137,0.127,-0.127,0.0,[Fe/H],4.622,0.024,-0.024,0.0,14.81,0.137,-0.137,12.16,0.024,-0.024,14.4776,0.000386,-0.000386,2.586
EPIC 212737443 c,1,2,65.55,0.0089,-0.0089,0,0.28,0.006,-0.006,0,,,,,,,,,0.2,0.2,-0.2,0.0,K3,4684.0,79.0,-79.0,0,0.673,0.024,-0.024,0,0.69,0.038,-0.038,0,-0.137,0.127,-0.127,0.0,[Fe/H],4.622,0.024,-0.024,0.0,14.81,0.137,-0.137,12.16,0.024,-0.024,14.4776,0.000386,-0.000386,2.69
EPIC 220674823 b,1,2,0.57130782,5.6e-07,-5.7e-07,0,0.0132,0.00014,-0.00014,0,7.54,0.65,-0.64,0.0,0.02372349,0.00204513,-0.00201367,0.0,0.0,,,0.0,G5 V,5578.0,46.0,-46.0,0,0.99,0.012,-0.012,0,0.913,0.024,-0.024,0,-0.005,0.059,-0.059,0.0,[Fe/H],4.408,0.017,-0.017,0.0,12.101,0.031,-0.031,10.344,0.021,-0.021,11.9535,0.00022,-0.00022,1.606
EPIC 220674823 c,1,2,13.3397,0.00091,-0.00096,0,0.105,0.015,-0.015,0,5.8,3.3,-3.0,0.0,0.01824875,0.01038291,-0.00943901,0.0,0.18,0.15,-0.12,0.0,G5 V,5470.0,30.0,-30.0,0,0.869,0.088,-0.088,0,0.945,0.063,-0.063,0,-0.025,0.05,-0.05,0.0,[Fe/H],4.53,0.08,-0.08,0.0,12.101,0.031,-0.031,10.344,0.021,-0.021,11.9535,0.00022,-0.00022,2.712
EPIC 246851721 b,2,1,6.180235,1.4e-05,-1.4e-05,0,0.07229,0.00074,-0.00075,0,953.49,349.613,-381.396,0.0,3.0,1.1,-1.2,0.0,,,,,F5 V,6202.0,52.0,-50.0,0,1.586,0.034,-0.033,0,1.317,0.041,-0.04,0,0.141,0.082,-0.085,0.0,[Fe/H],4.157,0.016,-0.016,0.0,11.237,0.02,-0.02,9.893,0.018,-0.018,11.2549,0.00143,-0.00143,11.780659
EPIC 249893012 b,1,3,3.5951,0.0003,-0.0003,0,0.047,0.005,-0.007,0,8.75,1.09,-1.08,0.0,0.02753044,0.00342951,-0.00339804,0.0,0.06,0.08,-0.04,0.0,G8 IV/V,5430.0,85.0,-85.0,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0,0.2,0.05,-0.05,0.0,[Fe/H],3.99,0.03,-0.03,0.0,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495,1.95
EPIC 249893012 c,1,3,15.624,0.001,-0.001,0,0.13,0.01,-0.02,0,14.67,1.84,-1.89,0.0,0.04615675,0.00578926,-0.00594658,0.0,0.07,0.08,-0.05,0.0,G8 IV/V,5430.0,85.0,-85.0,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0,0.2,0.05,-0.05,0.0,[Fe/H],3.99,0.03,-0.03,0.0,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495,3.67
EPIC 249893012 d,1,3,35.747,0.005,-0.005,0,0.22,0.02,-0.04,0,10.18,2.46,-2.42,0.0,0.0320297,0.00773999,-0.00761413,0.0,0.15,0.21,-0.11,0.0,G8 IV/V,5430.0,85.0,-85.0,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0,0.2,0.05,-0.05,0.0,[Fe/H],3.99,0.03,-0.03,0.0,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495,3.94
G 264-012 b,1,2,2.30538,0.00031,-0.00031,0,0.02279,0.00061,-0.00061,0,2.5,0.29,-0.3,0.0,0.00786588,0.00091244,-0.00094391,0.0,,,,,M4.0 V,3326.0,54.0,-54.0,0,0.305,0.011,-0.011,0,0.297,0.024,-0.024,0,0.1,0.19,-0.19,0.0,[Fe/H],4.85,0.06,-0.06,0.0,13.078,0.052,-0.052,7.986,0.02,-0.02,11.7617,0.0004,-0.0004,1.39
G 264-012 c,1,2,8.0518,0.0034,-0.0034,0,0.0525,0.0014,-0.0014,0,3.75,0.48,-0.47,0.0,0.01179882,0.00151025,-0.00147879,0.0,,,,,M4.0 V,3326.0,54.0,-54.0,0,0.305,0.011,-0.011,0,0.297,0.024,-0.024,0,0.1,0.19,-0.19,0.0,[Fe/H],4.85,0.06,-0.06,0.0,13.078,0.052,-0.052,7.986,0.02,-0.02,11.7617,0.0004,-0.0004,1.76
G 9-40 b,1,1,5.746007,6e-06,-6e-06,0,0.0385,0.0078,-0.0053,0,11.7,,,1.0,0.03681232,,,1.0,0.0,,,0.0,M2.5 V,3348.0,32.0,-32.0,0,0.3073,0.0059,-0.0061,0,0.29,0.02,-0.02,0,0.04,0.1,-0.11,0.0,[Fe/H],4.926,0.027,-0.027,0.0,13.821,0.044,-0.044,9.19,0.018,-0.018,12.7331,0.00044,-0.00044,1.9
GJ 1002 b,1,2,10.3465,0.027,-0.027,0,0.0457,0.0013,-0.0013,0,1.08,0.13,-0.13,0.0,0.00339806,0.00040903,-0.00040903,0.0,,,,,M5.5 V,3024.0,52.0,-52.0,0,0.137,0.005,-0.005,0,0.12,0.01,-0.01,0,-0.25,0.19,-0.19,0.0,[Fe/H],5.1,0.06,-0.06,0.0,,,,7.439,0.021,-0.021,11.7804,0.000751,-0.000751,1.03
GJ 1002 c,1,2,21.202,0.013,-0.013,0,0.0738,0.0021,-0.0021,0,1.36,0.17,-0.17,0.0,0.00427904,0.00053488,-0.00053488,0.0,,,,,M5.5 V,3024.0,52.0,-52.0,0,0.137,0.005,-0.005,0,0.12,0.01,-0.01,0,-0.25,0.19,-0.19,0.0,[Fe/H],5.1,0.06,-0.06,0.0,,,,7.439,0.021,-0.021,11.7804,0.000751,-0.000751,1.1
GJ 1061 b,1,3,3.2073,0.0002,-0.0003,0,0.021,0.0006,-0.0006,0,1.11,0.11,-0.09,0.0,0.00349245,0.0003461,-0.00028317,0.0,0.05,0.5,-0.03,0.0,M5.5 V,2953.0,98.0,-98.0,0,0.156,0.005,-0.005,0,0.12,0.01,-0.01,0,-0.08,0.08,-0.08,0.0,[Fe/H],,,,,12.7,0.2,-0.2,6.61,0.021,-0.021,10.9889,0.000945,-0.000945,1.04
GJ 1061 c,1,3,6.689,0.005,-0.005,0,0.035,0.001,-0.001,0,1.74,0.23,-0.23,0.0,0.00547462,0.00072366,-0.00072366,0.0,0.29,,,1.0,M5.5 V,2953.0,98.0,-98.0,0,0.156,0.005,-0.005,0,0.12,0.01,-0.01,0,-0.08,0.08,-0.08,0.0,[Fe/H],,,,,12.7,0.2,-0.2,6.61,0.021,-0.021,10.9889,0.000945,-0.000945,1.19
GJ 1061 d,1,3,13.066,0.002,-0.002,0,0.054,0.002,-0.002,0,1.67,0.17,-0.21,0.0,0.00525441,0.00053488,-0.00066073,0.0,0.04,0.04,-0.03,0.0,M5.5 V,2953.0,98.0,-98.0,0,0.156,0.005,-0.005,0,0.12,0.01,-0.01,0,-0.08,0.08,-0.08,0.0,[Fe/H],,,,,12.7,0.2,-0.2,6.61,0.021,-0.021,10.9889,0.000945,-0.000945,1.16
GJ 1137 c,1,2,9.6412,0.0012,-0.0011,0,0.0835,0.0008,-0.0008,0,5.12,0.7,-0.69,0.0,0.01610932,0.00220245,-0.00217098,0.0,0.0,,,0.0,K2 IV-V,5033.8,85.7,-77.2,0,0.837,0.026,-0.018,0,0.836,0.023,-0.025,0,0.13,0.07,-0.07,0.0,[Fe/H],4.23,0.07,-0.07,0.0,8.3,0.03,-0.03,6.132,0.021,-0.021,8.04206,0.000275,-0.000275,2.11
GJ 1151 c,1,1,389.7,5.4,-6.5,0,0.5714,0.0053,-0.0064,0,10.62,1.31,-1.47,0.0,0.03341426,0.00412172,-0.00462514,0.0,,,,,M 4.5V,3280.0,40.0,-40.0,0,0.1781,0.0042,-0.0042,0,0.1639,0.0093,-0.0093,0,-0.12,0.1,-0.1,0.0,[Fe/H],5.09,0.09,-0.09,0.0,13.76,0.2,-0.2,7.637,0.017,-0.017,11.6938,0.000459,-0.000459,3.25
GJ 1214 b,1,1,1.58040433,1.3e-07,-1.3e-07,0,0.0149,0.00026,-0.00026,0,8.17,0.43,-0.43,0.0,0.02570569,0.00135293,-0.00135293,0.0,0.063,,,1.0,M4 V,3250.0,100.0,-100.0,0,0.215,0.008,-0.008,0,0.178,0.01,-0.01,0,0.29,0.12,-0.12,0.0,[Fe/H],5.026,0.04,-0.04,0.0,15.1,0.2,-0.2,8.782,0.02,-0.02,13.0089,0.001061,-0.001061,2.733
GJ 1252 b,1,1,0.5182349,6.3e-06,-5e-06,0,0.00916,0.00076,-0.00076,0,2.09,0.56,-0.56,0.0,0.00657584,0.00176195,-0.00176195,0.0,0.0,,,0.0,M3,3458.0,140.0,-133.0,0,0.391,0.02,-0.02,0,0.381,0.019,-0.019,0,0.1,0.1,-0.1,0.0,[Fe/H],,,,,12.68,0.2,-0.2,7.915,0.023,-0.023,11.2364,0.000806,-0.000806,1.193
GJ 1265 b,1,1,3.6511,0.0012,-0.0012,0,0.026,0.001,-0.001,0,7.4,0.5,-0.5,0.0,0.02328289,0.00157317,-0.00157317,0.0,0.04,0.04,-0.04,0.0,M4.5 V,3236.0,51.0,-51.0,0,0.192,0.007,-0.007,0,0.178,0.018,-0.018,0,-0.04,0.16,-0.16,0.0,[Fe/H],5.09,0.07,-0.07,0.0,14.01,0.2,-0.2,8.115,0.018,-0.018,12.0807,0.000558,-0.000558,2.63
GJ 143 b,1,2,35.61253,0.0006,-0.00062,0,0.1915,0.0058,-0.0063,0,22.7,2.2,-1.9,0.0,0.07142183,0.00692194,-0.00597804,0.0,0.188,0.076,-0.078,0.0,K4.5,4640.0,100.0,-100.0,0,0.695,0.03,-0.03,0,0.73,0.07,-0.07,0,0.003,0.06,-0.06,0.0,[Fe/H],4.613,0.052,-0.061,0.0,8.08,0.03,-0.03,5.375,0.024,-0.024,7.67906,0.00026,-0.00026,2.61
GJ 15 A b,2,2,11.4433,0.0016,-0.0016,0,0.0717,0.0034,-0.0034,0,5.35,0.75,-0.75,0.0,0.0168329,0.00235975,-0.00235975,0.0,0.0,,,0.0,M2 V,3567.0,11.0,-11.0,0,0.3863,0.0021,-0.0021,0,0.375,0.057,-0.057,0,-0.32,0.17,-0.17,0.0,[Fe/H],4.9,0.17,-0.17,0.0,8.09,0.1,-0.1,4.018,0.02,-0.02,7.2162,0.000507,-0.000507,1.55
GJ 15 A c,2,2,7600.0,2200.0,-1700.0,0,5.4,1.0,-0.9,0,36.0,25.0,-18.0,0.0,0.1132681,0.0786584,-0.05663405,0.0,0.27,0.28,-0.19,0.0,M1,3607.0,68.0,-68.0,0,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0,-0.34,0.09,-0.09,0.0,[Fe/H],4.87,0.04,-0.04,0.0,8.09,0.1,-0.1,4.018,0.02,-0.02,7.2162,0.000507,-0.000507,6.67
GJ 179 b,1,1,2288.0,59.0,-59.0,0,2.41,0.04,-0.04,0,260.61,22.25,-22.25,0.0,0.82,0.07,-0.07,0.0,0.21,0.08,-0.08,0.0,M3.5 V,3370.0,100.0,-100.0,0,0.38,0.02,-0.02,0,0.357,0.03,-0.03,0,0.3,0.1,-0.1,0.0,[Fe/H],4.83,,,0.0,11.963,0.041,-0.041,6.942,0.018,-0.018,10.7055,0.00062,-0.00062,13.8
GJ 2126 b,1,1,272.7,0.1,-0.1,0,0.71,0.03,-0.03,0,413.1769291,63.5656814,-31.7828407,0.0,1.3,0.2,-0.1,0.0,0.85,0.01,-0.01,0.0,M0 V,4159.0,129.0,-129.0,0,0.728,0.064,-0.078,0,0.65,0.092,-0.075,0,0.6,0.09,-0.09,0.0,[Fe/H],4.527,0.0996,-0.134,0.0,10.7,0.03,-0.03,7.557,0.029,-0.029,10.1496,0.000556,-0.000556,13.6
GJ 238 b,1,1,1.7446999,1.9e-06,-1.8e-06,0,0.02123,0.00016,-0.00017,0,,,,,,,,,,,,,M2.5 V,3485.0,140.0,-140.0,0,0.4314,0.0075,-0.0071,0,0.4193,0.0095,-0.0098,0,0.15,0.1,-0.1,0.0,[Fe/H],,,,,11.62,0.1,-0.1,7.03,0.023,-0.023,10.5294,0.000463,-0.000463,0.566
GJ 251 b,1,2,14.238,0.002,-0.002,0,0.0818,0.0011,-0.0012,0,4.0,0.4,-0.4,0.0,0.01258534,0.00125853,-0.00125853,0.0,0.1,0.09,-0.07,0.0,M3.0 V,3451.0,51.0,-51.0,0,0.364,0.011,-0.011,0,0.36,0.015,-0.015,0,-0.03,0.16,-0.16,0.0,[Fe/H],4.96,0.07,-0.07,0.0,9.89,0.1,-0.1,5.275,0.023,-0.023,8.85518,0.001134,-0.001134,1.79
GJ 273 b,1,2,18.6498,0.0059,-0.0052,0,0.091101,1.9e-05,-1.7e-05,0,2.89,0.27,-0.26,0.0,0.00909291,0.00084951,-0.00081805,0.0,0.1,0.09,-0.07,0.0,M3.5,3382.0,49.0,-49.0,0,0.293,0.027,-0.027,0,0.29,,,0,0.09,0.17,-0.17,0.0,[Fe/H],,,,,9.84,0.1,-0.1,4.857,0.023,-0.023,,,,1.51
GJ 273 c,1,2,4.7234,0.0004,-0.0004,0,0.036467,2e-06,-2e-06,0,1.18,0.16,-0.16,0.0,0.00371268,0.00050341,-0.00050341,0.0,0.17,0.13,-0.12,0.0,M3.5,3382.0,49.0,-49.0,0,0.293,0.027,-0.027,0,0.29,,,0,0.09,0.17,-0.17,0.0,[Fe/H],,,,,9.84,0.1,-0.1,4.857,0.023,-0.023,,,,1.06
GJ 3021 b,2,1,133.71,0.2,-0.2,0,0.49,,,0,1071.04,28.6,-28.6,0.0,3.37,0.09,-0.09,0.0,0.511,0.017,-0.017,0.0,G6 V,5540.0,75.0,-75.0,0,0.9,,,0,0.9,,,0,0.1,0.08,-0.08,0.0,[Fe/H],4.7,0.2,-0.2,0.0,6.59,0.03,-0.03,4.859,0.023,-0.023,6.39729,0.0008267,-0.0008267,13.1
GJ 3090 b,1,2,2.8531054,2.3e-06,-2.3e-06,0,0.03165,0.00027,-0.00027,0,3.34,0.72,-0.72,0.0,0.01050882,0.00226537,-0.00226537,0.0,0.32,,,1.0,M2 V,3556.0,70.0,-70.0,0,0.516,0.016,-0.016,0,0.519,0.013,-0.013,0,-0.06,0.12,-0.12,0.0,[Fe/H],4.727,0.029,-0.029,0.0,11.403,0.026,-0.026,7.294,0.026,-0.026,10.5521,0.000938,-0.000938,2.18
