pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
CoRoT-29 b,1,1,2.85057,0.000006,-0.000006,0,0.0386,0.0059,-0.0059,0,270.1555,63.566,-63.566,0,0.85,0.2,-0.2,0,0.082,0.081,-0.081,0,K0 V,5260,100,-100,0,0.9,0.12,-0.12,0,0.97,0.14,-0.14,0,0.2,0.1,-0.1,0,[Fe/H],4.3,0.2,-0.2,0,15.408,0.126,-0.126,13.048,0.031,-0.031,15.2394,0.000532,-0.000532
CoRoT-30 b,1,1,9.06005,0.00024,-0.00024,0,0.0844,0.0012,-0.0012,0,921.707,69.9226,-69.9226,0,2.9,0.22,-0.22,0,0.007,0.031,-0.031,0,G3 V,5650,100,-100,0,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0,0.02,0.1,-0.1,0,[Fe/H],4.4,0.1,-0.1,0,15.571,0.126,-0.126,13.562,0.045,-0.045,15.413,0.000666,-0.000666
CoRoT-31 b,1,1,4.62941,0.00075,-0.00075,0,0.0586,0.0034,-0.0034,0,266.9772,108.0622,-108.0622,0,0.84,0.34,-0.34,0,0.02,0.16,-0.16,0,G2 IV,5700,120,-120,0,2.15,0.56,-0.66,0,1.25,0.22,-0.21,0,0,0.1,-0.1,0,[Fe/H],3.85,0.25,-0.25,0,15.479,0.309,-0.309,13.426,0.038,-0.038,15.4655,0.000809,-0.000809
CoRoT-32 b,1,1,6.71837,0.00001,-0.00001,0,0.071,0.001,-0.001,0,47.6745,31.783,-31.783,0,0.15,0.1,-0.1,0,,,,,G0 VI,5970,100,-100,0,0.79,0.08,-0.09,0,1.08,0.08,-0.07,0,0,0.2,-0.2,0,[Fe/H],4.67,0.11,-0.08,0,13.626,0.149,-0.149,12.193,0.027,-0.027,13.5867,0.000754,-0.000754
CoRoT-35 b,1,1,3.22748,0.00008,-0.00008,0,0.0429,0.00092,-0.00092,0,349.6112477,117.5965106,-117.5965106,0,1.1,0.37,-0.37,0,0,,,0,F6 V,6390,130,-130,0,1.65,0.1,-0.11,0,1.01,0.07,-0.06,0,-0.5,0.1,-0.1,0,[Fe/H],4.01,0.05,-0.05,0,15.635,0.229,-0.229,12.935,0.029,-0.029,15.2625,0.000514,-0.000514
CoRoT-36 b,1,1,5.616531,0.000023,-0.000023,0,0.066,0.007,-0.007,0,216.1233168,149.3793513,-136.666215,1,0.68,0.47,-0.43,1,0,,,0,F3 V,6730,140,-140,0,1.52,0.2,-0.1,0,1.32,0.09,-0.09,0,-0.1,0.1,-0.1,0,[Fe/H],4.16,0.06,-0.06,0,13.126,0.069,-0.069,11.592,0.021,-0.021,12.9515,0.00065,-0.00065
CoRoT-5 b,1,1,4.0378962,0.0000019,-0.0000019,0,0.04947,0.00026,-0.00029,0,148.42,14.937,-7.628,0,0.467,0.047,-0.024,0,0.09,0.09,-0.04,0,F9 V,6100,65,-65,0,1.186,0.04,-0.04,0,1,0.02,-0.02,0,-0.25,0.06,-0.06,0,[M/H],4.19,0.03,-0.03,0,14.043,0.149,-0.149,12.546,0.026,-0.026,13.9021,0.000418,-0.000418
CoRoT-6 b,1,1,8.886593,0.000004,-0.000004,0,0.0855,0.0015,-0.0015,0,940.74,108.06,-108.06,0,2.96,0.34,-0.34,0,0.1,,,1,F9 V,6090,70,-70,0,1.025,0.026,-0.026,0,1.05,0.05,-0.05,0,-0.2,0.1,-0.1,0,[Fe/H],4.43,0.1,-0.1,0,13.961,0.069,-0.069,12.119,0.024,-0.024,13.7459,0.000496,-0.000496
CoRoT-7 b,1,3,0.853585,0.000024,-0.000024,0,0.0172,0.00029,-0.00029,0,21,,,1,0.066,,,1,,,,,G9 V,5275,75,-75,0,0.87,0.04,-0.04,0,0.93,0.03,-0.03,0,0.03,0.06,-0.06,0,[M/H],4.5,0.1,-0.1,0,11.728,0.027,-0.027,9.806,0.021,-0.021,11.5239,0.000462,-0.000462
CoRoT-8 b,1,1,6.21229,0.00003,-0.00003,0,0.063,0.001,-0.001,0,69.92,9.53,-9.53,0,0.22,0.03,-0.03,0,0,,,0,K1 V,5080,80,-80,0,0.77,0.02,-0.02,0,0.88,0.04,-0.04,0,0.3,0.1,-0.1,0,[M/H],4.58,0.08,-0.08,0,14.792,0.034,-0.034,11.463,0.021,-0.021,14.2195,0.000262,-0.000262
CoRoT-9 b,2,1,95.2738,0.0014,-0.0014,0,0.407,0.005,-0.005,0,266.97,22.25,-22.25,0,0.84,0.07,-0.07,0,0.11,0.04,-0.04,0,G3 V,5625,80,-80,0,0.94,0.04,-0.04,0,0.99,0.04,-0.04,0,-0.01,0.06,-0.06,0,[M/H],4.54,0.09,-0.09,0,13.637,0.137,-0.137,11.688,0.023,-0.023,13.5008,0.00032,-0.00032
DMPP-1 b,1,4,18.57,0.01,-0.01,0,0.1462,0.0012,-0.0012,0,24.27,1.16,-1.59,0,0.07636158,0.00364975,-0.00500267,0,0.083,,,1,F8 V,6196,29,-29,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,,,,,,4.41,0.21,-0.21,0,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029
DMPP-1 c,1,4,6.584,0.003,-0.002,0,0.0733,0.0006,-0.0007,0,9.6,0.53,-1.58,0,0.03020483,0.00166756,-0.00497121,0,0.057,,,1,F8 V,6196,29,-29,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,,,,,,4.41,0.21,-0.21,0,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029
DMPP-1 d,1,4,2.882,0.001,-0.001,0,0.0422,0.0004,-0.0003,0,3.35,0.38,-0.34,0,0.01054023,0.00119561,-0.00106975,0,0.07,,,1,F8 V,6196,29,-29,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,,,,,,4.41,0.21,-0.21,0,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029
DMPP-1 e,1,4,5.516,0.002,-0.004,0,0.0651,0.0005,-0.0005,0,4.13,0.66,-1.14,0,0.01299437,0.00207658,-0.00358682,0,0.07,,,1,F8 V,6196,29,-29,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,,,,,,4.41,0.21,-0.21,0,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029
DMPP-2 b,1,3,5.2072,0.0002,-0.0055,0,0.0664,0.0005,-0.0005,0,138.89171,9.5349,-18.75197,0,0.437,0.03,-0.059,0,0.078,,,0,F5 V,6500,100,-100,0,1.78,0.09,-0.09,0,1.44,0.03,-0.03,0,,,,,,4.1,0.04,-0.04,0,8.57,0.03,-0.03,7.437,0.026,-0.026,8.45824,0.000266,-0.000266
DMPP-3 A b,2,1,6.6732,0.0011,-0.0003,0,0.0662,0.0013,-0.0013,0,2.58,0.35,-0.58,0,0.00811755,0.00110122,-0.00182487,0,0.14,0.091,-0.053,0,K0 V,5138,99,-99,0,0.91,0.02,-0.02,0,0.87,0.05,-0.05,0,0.18,0.09,-0.09,0,[Fe/H],4.3,0.51,-0.51,0,,,,,,,,,
DMPP-4 b,1,1,3.4982,0.0022,-0.2327,0,0.04853,0.00036,-0.00197,0,12.2,1.8,-1.9,0,0.03838549,0.00566343,-0.00597807,0,0.063,,,1,F5-F8 V,6400,50,-50,0,1.38,0.01,-0.01,0,1.25,0.02,-0.02,0,-0.007,0.056,-0.056,0,[Fe/H],4.24,0.1,-0.1,0,5.72936,0.023,-0.023,4.494,0.018,-0.018,5.60037,0.0014052,-0.0014052
EPIC 211945201 b,1,1,19.49213,0.00001,-0.00001,0,0.148,0.004,-0.004,0,27,14,-12.6,0,0.08495107,0.04404871,-0.03964383,0,0,,,0,G0,6025,100,-100,0,1.38,0.017,-0.018,0,1.18,0.03,-0.04,0,0.1,0.1,-0.1,0,[Fe/H],4.25,0.1,-0.1,0,10.154,0.008,-0.008,8.837,0.02,-0.02,10.0512,0.000372,-0.000372
EPIC 212737443 b,1,2,13.603,0.0013,-0.0013,0,0.098,0.004,-0.004,0,,,,,,,,,0.2,0.2,-0.2,0,K3,4684,79,-79,0,0.673,0.024,-0.024,0,0.69,0.038,-0.038,0,-0.137,0.127,-0.127,0,[Fe/H],4.622,0.024,-0.024,0,14.81,0.137,-0.137,12.16,0.024,-0.024,14.4776,0.000386,-0.000386
EPIC 212737443 c,1,2,65.55,0.0089,-0.0089,0,0.28,0.006,-0.006,0,,,,,,,,,0.2,0.2,-0.2,0,K3,4684,79,-79,0,0.673,0.024,-0.024,0,0.69,0.038,-0.038,0,-0.137,0.127,-0.127,0,[Fe/H],4.622,0.024,-0.024,0,14.81,0.137,-0.137,12.16,0.024,-0.024,14.4776,0.000386,-0.000386
EPIC 220674823 b,1,2,0.57130782,0.00000056,-0.00000057,0,0.0132,0.00014,-0.00014,0,7.54,0.65,-0.64,0,0.02372349,0.00204513,-0.00201367,0,0,,,0,G5 V,5578,46,-46,0,0.99,0.012,-0.012,0,0.913,0.024,-0.024,0,-0.005,0.059,-0.059,0,[Fe/H],4.408,0.017,-0.017,0,12.101,0.031,-0.031,10.344,0.021,-0.021,11.9535,0.00022,-0.00022
EPIC 220674823 c,1,2,13.3397,0.00091,-0.00096,0,0.105,0.015,-0.015,0,5.8,3.3,-3,0,0.01824875,0.01038291,-0.00943901,0,0.18,0.15,-0.12,0,G5 V,5470,30,-30,0,0.869,0.088,-0.088,0,0.945,0.063,-0.063,0,-0.025,0.05,-0.05,0,[Fe/H],4.53,0.08,-0.08,0,12.101,0.031,-0.031,10.344,0.021,-0.021,11.9535,0.00022,-0.00022
EPIC 246851721 b,2,1,6.180235,0.000014,-0.000014,0,0.07229,0.00074,-0.00075,0,953.49,349.613,-381.396,0,3,1.1,-1.2,0,,,,,F5 V,6202,52,-50,0,1.586,0.034,-0.033,0,1.317,0.041,-0.04,0,0.141,0.082,-0.085,0,[Fe/H],4.157,0.016,-0.016,0,11.237,0.02,-0.02,9.893,0.018,-0.018,11.2549,0.00143,-0.00143
EPIC 249893012 b,1,3,3.5951,0.0003,-0.0003,0,0.047,0.005,-0.007,0,8.75,1.09,-1.08,0,0.02753044,0.00342951,-0.00339804,0,0.06,0.08,-0.04,0,G8 IV/V,5430,85,-85,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0,0.2,0.05,-0.05,0,[Fe/H],3.99,0.03,-0.03,0,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495
EPIC 249893012 c,1,3,15.624,0.001,-0.001,0,0.13,0.01,-0.02,0,14.67,1.84,-1.89,0,0.04615675,0.00578926,-0.00594658,0,0.07,0.08,-0.05,0,G8 IV/V,5430,85,-85,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0,0.2,0.05,-0.05,0,[Fe/H],3.99,0.03,-0.03,0,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495
EPIC 249893012 d,1,3,35.747,0.005,-0.005,0,0.22,0.02,-0.04,0,10.18,2.46,-2.42,0,0.0320297,0.00773999,-0.00761413,0,0.15,0.21,-0.11,0,G8 IV/V,5430,85,-85,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0,0.2,0.05,-0.05,0,[Fe/H],3.99,0.03,-0.03,0,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495
G 264-012 b,1,2,2.30538,0.00031,-0.00031,0,0.02279,0.00061,-0.00061,0,2.5,0.29,-0.3,0,0.00786588,0.00091244,-0.00094391,0,,,,,M4.0 V,3326,54,-54,0,0.305,0.011,-0.011,0,0.297,0.024,-0.024,0,0.1,0.19,-0.19,0,[Fe/H],4.85,0.06,-0.06,0,13.078,0.052,-0.052,7.986,0.02,-0.02,11.7617,0.0004,-0.0004
G 264-012 c,1,2,8.0518,0.0034,-0.0034,0,0.0525,0.0014,-0.0014,0,3.75,0.48,-0.47,0,0.01179882,0.00151025,-0.00147879,0,,,,,M4.0 V,3326,54,-54,0,0.305,0.011,-0.011,0,0.297,0.024,-0.024,0,0.1,0.19,-0.19,0,[Fe/H],4.85,0.06,-0.06,0,13.078,0.052,-0.052,7.986,0.02,-0.02,11.7617,0.0004,-0.0004
G 9-40 b,1,1,5.746007,0.000006,-0.000006,0,0.0385,0.0078,-0.0053,0,11.7,,,1,0.03681232,,,1,0,,,0,M2.5 V,3348,32,-32,0,0.3073,0.0059,-0.0061,0,0.29,0.02,-0.02,0,0.04,0.1,-0.11,0,[Fe/H],4.926,0.027,-0.027,0,13.821,0.044,-0.044,9.19,0.018,-0.018,12.7331,0.00044,-0.00044
GJ 1002 b,1,2,10.3465,0.027,-0.027,0,0.0457,0.0013,-0.0013,0,1.08,0.13,-0.13,0,0.00339806,0.00040903,-0.00040903,0,,,,,M5.5 V,3024,52,-52,0,0.137,0.005,-0.005,0,0.12,0.01,-0.01,0,-0.25,0.19,-0.19,0,[Fe/H],5.1,0.06,-0.06,0,,,,7.439,0.021,-0.021,11.7804,0.000751,-0.000751
GJ 1002 c,1,2,21.202,0.013,-0.013,0,0.0738,0.0021,-0.0021,0,1.36,0.17,-0.17,0,0.00427904,0.00053488,-0.00053488,0,,,,,M5.5 V,3024,52,-52,0,0.137,0.005,-0.005,0,0.12,0.01,-0.01,0,-0.25,0.19,-0.19,0,[Fe/H],5.1,0.06,-0.06,0,,,,7.439,0.021,-0.021,11.7804,0.000751,-0.000751
GJ 1061 b,1,3,3.2073,0.0002,-0.0003,0,0.021,0.0006,-0.0006,0,1.11,0.11,-0.09,0,0.00349245,0.0003461,-0.00028317,0,0.05,0.5,-0.03,0,M5.5 V,2953,98,-98,0,0.156,0.005,-0.005,0,0.12,0.01,-0.01,0,-0.08,0.08,-0.08,0,[Fe/H],,,,,12.7,0.2,-0.2,6.61,0.021,-0.021,10.9889,0.000945,-0.000945
GJ 1061 c,1,3,6.689,0.005,-0.005,0,0.035,0.001,-0.001,0,1.74,0.23,-0.23,0,0.00547462,0.00072366,-0.00072366,0,0.29,,,1,M5.5 V,2953,98,-98,0,0.156,0.005,-0.005,0,0.12,0.01,-0.01,0,-0.08,0.08,-0.08,0,[Fe/H],,,,,12.7,0.2,-0.2,6.61,0.021,-0.021,10.9889,0.000945,-0.000945
GJ 1061 d,1,3,13.066,0.002,-0.002,0,0.054,0.002,-0.002,0,1.67,0.17,-0.21,0,0.00525441,0.00053488,-0.00066073,0,0.04,0.04,-0.03,0,M5.5 V,2953,98,-98,0,0.156,0.005,-0.005,0,0.12,0.01,-0.01,0,-0.08,0.08,-0.08,0,[Fe/H],,,,,12.7,0.2,-0.2,6.61,0.021,-0.021,10.9889,0.000945,-0.000945
GJ 1137 c,1,2,9.6412,0.0012,-0.0011,0,0.0835,0.0008,-0.0008,0,5.12,0.7,-0.69,0,0.01610932,0.00220245,-0.00217098,0,0,,,0,K2 IV-V,5033.8,85.7,-77.2,0,0.837,0.026,-0.018,0,0.836,0.023,-0.025,0,0.13,0.07,-0.07,0,[Fe/H],4.23,0.07,-0.07,0,8.3,0.03,-0.03,6.132,0.021,-0.021,8.04206,0.000275,-0.000275
GJ 1151 c,1,1,389.7,5.4,-6.5,0,0.5714,0.0053,-0.0064,0,10.62,1.31,-1.47,0,0.03341426,0.00412172,-0.00462514,0,,,,,M 4.5V,3280,40,-40,0,0.1781,0.0042,-0.0042,0,0.1639,0.0093,-0.0093,0,-0.12,0.1,-0.1,0,[Fe/H],5.09,0.09,-0.09,0,13.76,0.2,-0.2,7.637,0.017,-0.017,11.6938,0.000459,-0.000459
GJ 1214 b,1,1,1.58040433,0.00000013,-0.00000013,0,0.0149,0.00026,-0.00026,0,8.17,0.43,-0.43,0,0.02570569,0.00135293,-0.00135293,0,0.063,,,1,M4 V,3250,100,-100,0,0.215,0.008,-0.008,0,0.178,0.01,-0.01,0,0.29,0.12,-0.12,0,[Fe/H],5.026,0.04,-0.04,0,15.1,0.2,-0.2,8.782,0.02,-0.02,13.0089,0.001061,-0.001061
GJ 1252 b,1,1,0.5182349,0.0000063,-0.000005,0,0.00916,0.00076,-0.00076,0,2.09,0.56,-0.56,0,0.00657584,0.00176195,-0.00176195,0,0,,,0,M3,3458,140,-133,0,0.391,0.02,-0.02,0,0.381,0.019,-0.019,0,0.1,0.1,-0.1,0,[Fe/H],,,,,12.68,0.2,-0.2,7.915,0.023,-0.023,11.2364,0.000806,-0.000806
GJ 1265 b,1,1,3.6511,0.0012,-0.0012,0,0.026,0.001,-0.001,0,7.4,0.5,-0.5,0,0.02328289,0.00157317,-0.00157317,0,0.04,0.04,-0.04,0,M4.5 V,3236,51,-51,0,0.192,0.007,-0.007,0,0.178,0.018,-0.018,0,-0.04,0.16,-0.16,0,[Fe/H],5.09,0.07,-0.07,0,14.01,0.2,-0.2,8.115,0.018,-0.018,12.0807,0.000558,-0.000558
GJ 143 b,1,2,35.61253,0.0006,-0.00062,0,0.1915,0.0058,-0.0063,0,22.7,2.2,-1.9,0,0.07142183,0.00692194,-0.00597804,0,0.188,0.076,-0.078,0,K4.5,4640,100,-100,0,0.695,0.03,-0.03,0,0.73,0.07,-0.07,0,0.003,0.06,-0.06,0,[Fe/H],4.613,0.052,-0.061,0,8.08,0.03,-0.03,5.375,0.024,-0.024,7.67906,0.00026,-0.00026
GJ 15 A b,2,2,11.4433,0.0016,-0.0016,0,0.0717,0.0034,-0.0034,0,5.35,0.75,-0.75,0,0.0168329,0.00235975,-0.00235975,0,0,,,0,M2 V,3567,11,-11,0,0.3863,0.0021,-0.0021,0,0.375,0.057,-0.057,0,-0.32,0.17,-0.17,0,[Fe/H],4.9,0.17,-0.17,0,8.09,0.1,-0.1,4.018,0.02,-0.02,7.2162,0.000507,-0.000507
GJ 15 A c,2,2,7600,2200,-1700,0,5.4,1,-0.9,0,36,25,-18,0,0.1132681,0.0786584,-0.05663405,0,0.27,0.28,-0.19,0,M1,3607,68,-68,0,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0,-0.34,0.09,-0.09,0,[Fe/H],4.87,0.04,-0.04,0,8.09,0.1,-0.1,4.018,0.02,-0.02,7.2162,0.000507,-0.000507
GJ 179 b,1,1,2288,59,-59,0,2.41,0.04,-0.04,0,260.61,22.25,-22.25,0,0.82,0.07,-0.07,0,0.21,0.08,-0.08,0,M3.5 V,3370,100,-100,0,0.38,0.02,-0.02,0,0.357,0.03,-0.03,0,0.3,0.1,-0.1,0,[Fe/H],4.83,,,0,11.963,0.041,-0.041,6.942,0.018,-0.018,10.7055,0.00062,-0.00062
GJ 2126 b,1,1,272.7,0.1,-0.1,0,0.71,0.03,-0.03,0,413.1769291,63.5656814,-31.7828407,0,1.3,0.2,-0.1,0,0.85,0.01,-0.01,0,M0 V,4159,129,-129,0,0.728,0.064,-0.078,0,0.65,0.092,-0.075,0,0.6,0.09,-0.09,0,[Fe/H],4.527,0.0996,-0.134,0,10.7,0.03,-0.03,7.557,0.029,-0.029,10.1496,0.000556,-0.000556
GJ 238 b,1,1,1.7446999,0.0000019,-0.0000018,0,0.02123,0.00016,-0.00017,0,,,,,,,,,,,,,M2.5 V,3485,140,-140,0,0.4314,0.0075,-0.0071,0,0.4193,0.0095,-0.0098,0,0.15,0.1,-0.1,0,[Fe/H],,,,,11.62,0.1,-0.1,7.03,0.023,-0.023,10.5294,0.000463,-0.000463
GJ 251 b,1,2,14.238,0.002,-0.002,0,0.0818,0.0011,-0.0012,0,4,0.4,-0.4,0,0.01258534,0.00125853,-0.00125853,0,0.1,0.09,-0.07,0,M3.0 V,3451,51,-51,0,0.364,0.011,-0.011,0,0.36,0.015,-0.015,0,-0.03,0.16,-0.16,0,[Fe/H],4.96,0.07,-0.07,0,9.89,0.1,-0.1,5.275,0.023,-0.023,8.85518,0.001134,-0.001134
GJ 273 b,1,2,18.6498,0.0059,-0.0052,0,0.091101,0.000019,-0.000017,0,2.89,0.27,-0.26,0,0.00909291,0.00084951,-0.00081805,0,0.1,0.09,-0.07,0,M3.5,3382,49,-49,0,0.293,0.027,-0.027,0,0.29,,,0,0.09,0.17,-0.17,0,[Fe/H],,,,,9.84,0.1,-0.1,4.857,0.023,-0.023,,,
GJ 273 c,1,2,4.7234,0.0004,-0.0004,0,0.036467,0.000002,-0.000002,0,1.18,0.16,-0.16,0,0.00371268,0.00050341,-0.00050341,0,0.17,0.13,-0.12,0,M3.5,3382,49,-49,0,0.293,0.027,-0.027,0,0.29,,,0,0.09,0.17,-0.17,0,[Fe/H],,,,,9.84,0.1,-0.1,4.857,0.023,-0.023,,,
GJ 3021 b,2,1,133.71,0.2,-0.2,0,0.49,,,0,1071.04,28.6,-28.6,0,3.37,0.09,-0.09,0,0.511,0.017,-0.017,0,G6 V,5540,75,-75,0,0.9,,,0,0.9,,,0,0.1,0.08,-0.08,0,[Fe/H],4.7,0.2,-0.2,0,6.59,0.03,-0.03,4.859,0.023,-0.023,6.39729,0.0008267,-0.0008267
GJ 3090 b,1,2,2.8531054,0.0000023,-0.0000023,0,0.03165,0.00027,-0.00027,0,3.34,0.72,-0.72,0,0.01050882,0.00226537,-0.00226537,0,0.32,,,1,M2 V,3556,70,-70,0,0.516,0.016,-0.016,0,0.519,0.013,-0.013,0,-0.06,0.12,-0.12,0,[Fe/H],4.727,0.029,-0.029,0,11.403,0.026,-0.026,7.294,0.026,-0.026,10.5521,0.000938,-0.000938
GJ 3090 c,1,2,15.9407,0.0058,-0.0058,0,0.0997,0.0008,-0.0008,0,10,1.3,-1.3,0,0.03146352,0.00409026,-0.00409026,0,0,,,0,M2 V,3707,32,-32,0,0.516,0.016,-0.016,0,0.519,0.013,-0.013,0,0.12,0.06,-0.06,0,[Fe/H],,,,,11.403,0.026,-0.026,7.294,0.026,-0.026,10.5521,0.000938,-0.000938
GJ 3138 b,1,3,1.22003,0.00006,-0.00004,0,0.0197,0.0005,-0.0005,0,1.78,0.34,-0.33,0,0.00560048,0.00106975,-0.00103829,0,0.19,0.18,-0.13,0,M0,3717,49,-49,0,0.5,0.03,-0.03,0,0.681,,,0,-0.3,0.12,-0.12,0,[Fe/H],,,,,10.8275,0.0459,-0.0459,,,,10.1924,0.000629,-0.000629
GJ 3138 c,1,3,5.974,0.001,-0.001,0,0.057,0.001,-0.001,0,4.18,0.61,-0.59,0,0.01315168,0.00191927,-0.00185634,0,0.11,0.11,-0.07,0,M0,3717,49,-49,0,0.5,0.03,-0.03,0,0.681,,,0,-0.3,0.12,-0.12,0,[Fe/H],,,,,10.8275,0.0459,-0.0459,,,,10.1924,0.000629,-0.000629
GJ 3138 d,1,3,257.8,3.6,-3.5,0,0.698,0.018,-0.019,0,10.5,2.3,-2.1,0,0.03303653,0.00723657,-0.00660731,0,0.32,0.2,-0.21,0,M0,3717,49,-49,0,0.5,0.03,-0.03,0,0.681,,,0,-0.3,0.12,-0.12,0,[Fe/H],,,,,10.8275,0.0459,-0.0459,,,,10.1924,0.000629,-0.000629
GJ 317 b,1,2,695.69,0.26,-0.25,0,1.138,0.013,-0.013,0,536.494351,13.03096469,-13.03096469,0,1.688,0.041,-0.041,0,0.0826,0.007,-0.0071,0,M3.5 V,3496,37,-37,0,0.403,0.009,-0.009,0,0.402,0.014,-0.014,0,-0.02,0.08,-0.08,0,[Fe/H],,,,,12.4,0.2,-0.2,7.028,0.02,-0.02,10.7539,0.000818,-0.000818
GJ 317 c,1,2,6500,169,-166,0,5.04,0.1,-0.1,0,454.494622,18.43404761,-17.48056238,0,1.43,0.058,-0.055,0,0.217,0.014,-0.014,0,M3.5 V,3496,37,-37,0,0.403,0.009,-0.009,0,0.402,0.014,-0.014,0,-0.02,0.08,-0.08,0,[Fe/H],,,,,12.4,0.2,-0.2,7.028,0.02,-0.02,10.7539,0.000818,-0.000818
GJ 328 b,1,2,3771,17,-17,0,4.11,0.16,-0.18,0,797.7493016,73.10053361,-73.10053361,0,2.51,0.23,-0.23,0,0.227,0.015,-0.015,0,M0.0,3897,71,-71,0,0.63,0.07,-0.07,0,0.65,0.08,-0.08,0,-0.06,0.09,-0.09,0,[Fe/H],4.64,0.07,-0.07,0,9.99,0.1,-0.1,6.352,0.026,-0.026,9.2861,0.000382,-0.000382
GJ 328 c,1,2,241.8,1.3,-1.7,0,0.657,0.026,-0.028,0,21.4,3.4,-3.2,0,0.06733193,0.0106976,-0.01006833,0,,,,,M0.0,3897,71,-71,0,0.63,0.07,-0.07,0,0.65,0.08,-0.08,0,-0.06,0.09,-0.09,0,[Fe/H],4.64,0.07,-0.07,0,9.99,0.1,-0.1,6.352,0.026,-0.026,9.2861,0.000382,-0.000382
GJ 3293 b,1,4,30.6,0.01,-0.01,0,0.1434,,,0,25.72,1.72,-1.72,0,0.081,0.005,-0.005,0,0.07,0.04,-0.04,0,M2.5,3466,49,-49,0,0.404,0.027,-0.027,0,0.42,,,0,0.02,0.09,-0.09,0,[Fe/H],,,,,11.945,0.037,-0.037,7.486,0.033,-0.033,10.9788,0.000878,-0.000878
GJ 3293 c,1,4,122.6196,0.2429,-0.2371,0,0.36175,0.00048,-0.00047,0,21.09,1.24,-1.26,0,0.06635623,0.00390146,-0.00396438,0,0.11,0.1,-0.08,0,M2.5,3466,49,-49,0,0.404,0.027,-0.027,0,0.42,,,0,0.02,0.09,-0.09,0,[Fe/H],,,,,11.945,0.037,-0.037,7.486,0.033,-0.033,10.9788,0.000878,-0.000878
GJ 3293 d,1,4,48.1345,0.0628,-0.0661,0,0.19394,0.00017,-0.00018,0,7.6,1.05,-1.05,0,0.02391215,0.00330365,-0.00330365,0,0.12,0.13,-0.09,0,M2.5,3466,49,-49,0,0.404,0.027,-0.027,0,0.42,,,0,0.02,0.09,-0.09,0,[Fe/H],,,,,11.945,0.037,-0.037,7.486,0.033,-0.033,10.9788,0.000878,-0.000878
GJ 3293 e,1,4,13.2543,0.0078,-0.0104,0,0.08208,0.00003,-0.00004,0,3.28,0.64,-0.64,0,0.01031998,0.00201366,-0.00201366,0,0.21,0.2,-0.14,0,M2.5,3466,49,-49,0,0.404,0.027,-0.027,0,0.42,,,0,0.02,0.09,-0.09,0,[Fe/H],,,,,11.945,0.037,-0.037,7.486,0.033,-0.033,10.9788,0.000878,-0.000878
GJ 3323 b,1,2,5.3636,0.0007,-0.0007,0,0.03282,0.00054,-0.00056,0,2.02,0.26,-0.25,0,0.0063556,0.00081805,-0.00078658,0,0.23,0.11,-0.11,0,M4,3159,49,-49,0,0.119,0.027,-0.027,0,0.164,,,0,-0.27,0.09,-0.09,0,[Fe/H],,,,,12.57,0.2,-0.2,6.736,0.024,-0.024,10.6467,0.000647,-0.000647
GJ 3323 c,1,2,40.54,0.21,-0.19,0,0.1264,0.0021,-0.0022,0,2.31,0.5,-0.49,0,0.00726804,0.00157317,-0.0015417,0,0.17,0.21,-0.12,0,M4,3159,49,-49,0,0.119,0.027,-0.027,0,0.164,,,0,-0.27,0.09,-0.09,0,[Fe/H],,,,,12.57,0.2,-0.2,6.736,0.024,-0.024,10.6467,0.000647,-0.000647
