pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
TOI-4336 A c,3,2,7.587266,0.000012,-0.000012,0,0.05092,0.00045,-0.00045,0,1.55,0.13,-0.13,0,0.00487685,0.00040903,-0.00040903,0,0,,,0,M3.5 V,3307,94,-94,0,0.326,0.01,-0.01,0,0.306,0.008,-0.008,0,0.14,0.13,-0.13,0,[Fe/H],4.897,0.029,-0.029,0,13.6,0.092,-0.092,8.632,0.024,-0.024,12.2569,0.000484,-0.000484
TOI-4342 b,1,2,5.5382498,0.0000057,-0.0000058,0,0.05251,0.00011,-0.00011,0,,,,,,,,,,,,,M0 V,3901,69,-69,0,0.599,0.013,-0.013,0,0.6296,0.0086,-0.0086,0,,,,,,4.6878,0.0086,-0.0096,0,12.669,0.057,-0.057,9.018,0.021,-0.021,11.9822,0.000382,-0.000382
TOI-4342 c,1,2,10.688662,0.00015,-0.00015,0,0.0804,0.00032,-0.00031,0,4.8,1.4,-1.4,0,0.01510249,0.00440489,-0.00440489,0,0,,,0,M0 V,3866,92,-92,0,0.598,0.018,-0.018,0,0.587,0.013,-0.013,0,0.26,0.13,-0.13,0,[Fe/H],4.652,0.028,-0.028,0,12.669,0.057,-0.057,9.018,0.021,-0.021,11.9822,0.000382,-0.000382
TOI-4364 b,1,1,5.424019,0.00001,-0.000011,0,0.04753,0.00053,-0.00054,0,,,,,,,,,0.29,0.38,-0.17,0,M4 V,3528,33,-20,0,0.4684,0.0087,-0.01,0,0.487,0.017,-0.016,0,0.148,0.046,-0.046,0,[Fe/H],4.785,0.017,-0.016,0,13.564,0.034,-0.034,9.075,0.024,-0.024,12.5548,0.000566,-0.000566
TOI-4438 b,1,1,7.44628,0.000009,-0.000009,0,0.0534,0.0037,-0.0037,0,5.4,1.1,-1.1,0,0.0169903,0.00346099,-0.00346099,0,0.14,0.09,-0.09,0,M3.5 V,3422,81,-81,0,0.372,0.018,-0.018,0,0.368,0.021,-0.021,0,-0.19,0.05,-0.05,0,[Fe/H],4.68,0.04,-0.04,0,13.69,0.045,-0.045,8.869,0.018,-0.018,12.5196,0.000337,-0.000337
TOI-444 b,1,1,17.9636,0.00004,-0.00004,0,0.133,0.006,-0.006,0,,,,,,,,,,,,,K1/2 V,5225,70,-70,0,0.779,0.053,-0.053,0,0.96,0.13,-0.13,0,0.08,0.08,-0.08,0,[Fe/H],4.64,0.1,-0.1,0,9.86,0.03,-0.03,7.832,0.023,-0.023,9.6063,0.000362,-0.000362
TOI-4465 b,1,1,101.94054,0.0004,-0.00036,0,0.416,0.014,-0.014,0,1872.009317,82.63538582,-82.63538582,0,5.89,0.26,-0.26,0,0.24,0.01,-0.01,0,G V,5545,19,-19,0,1.014,0.041,-0.041,0,0.93,0.06,-0.06,0,-0.06,0.016,-0.016,0,[Fe/H],4.379,0.03,-0.03,0,10.427,0.006,-0.006,8.787,0.016,-0.016,10.3255,0.00043,-0.00043
TOI-4479 b,1,1,1.1589,0.00001,-0.00002,0,0.0164,0.0015,-0.0029,0,,,,,,,,,,,,,M3.0,3400,100,-100,0,0.451,0.085,-0.085,0,0.452,0.09,-0.09,0,0,,,-1,[Fe/H],4.5,,,-1,15.18,0.2,-0.2,10.647,0.019,-0.019,14.1309,0.000499,-0.000499
TOI-4504 b,1,3,2.42614,0.00014,-0.00013,0,0.03392,0.00068,-0.00068,0,,,,,,,,,0,,,0,K1 V,5315,60,-60,0,0.92,0.04,-0.04,0,0.89,0.06,-0.04,0,0.16,0.05,-0.05,0,[Fe/H],4.458,0.021,-0.015,0,13.364,0.103,-0.103,11.236,0.021,-0.021,13.1277,0.000313,-0.000313
TOI-4504 c,1,3,82.97213,0.00013,-0.00013,0,0.3569,0.0066,-0.0069,0,1197.323175,57.52694167,-57.90833576,0,3.7672,0.181,-0.1822,0,0.032,0.0016,-0.0014,0,K1 V,5315,60,-60,0,0.92,0.04,-0.04,0,0.89,0.06,-0.04,0,0.16,0.05,-0.05,0,[Fe/H],4.458,0.021,-0.015,0,13.364,0.103,-0.103,11.236,0.021,-0.021,13.1277,0.000313,-0.000313
TOI-4504 d,1,3,40.5634,0.0363,-0.0368,0,0.2219,0.0041,-0.0043,0,450.2357214,20.6906293,-20.56349793,0,1.4166,0.0651,-0.0647,0,0.0445,0.001,-0.0009,0,K1 V,5315,60,-60,0,0.92,0.04,-0.04,0,0.89,0.06,-0.04,0,0.16,0.05,-0.05,0,[Fe/H],4.458,0.021,-0.015,0,13.364,0.103,-0.103,11.236,0.021,-0.021,13.1277,0.000313,-0.000313
TOI-4507 b,1,1,104.61611,0.00006,-0.00006,0,0.456,0.005,-0.005,0,20,,,1,0.06292704,,,1,0.09,0.26,-0.06,0,F,6260,80,-80,0,1.04,0.01,-0.01,0,1.11,0.02,-0.02,0,-0.06,0.05,-0.05,0,[Fe/H],4.45,0.02,-0.02,0,10.806,0.009,-0.009,9.381,0.025,-0.025,10.5674,0.000515,-0.000515
TOI-451 b,2,3,1.8587033,0.0000093,-0.0000114,0,0.0274,0.0017,-0.0017,0,4.7,2.1,-2.2,0,0.01478785,0.00660734,-0.00692197,0,0,,,0,G8 V,5490,115,-115,0,0.85,0.03,-0.03,0,0.93,0.04,-0.04,0,0.02,0.06,-0.06,0,[Fe/H],4.53,0.22,-0.22,0,10.939,0.008,-0.008,9.19,0.023,-0.023,10.7498,0.000849,-0.000849
TOI-451 c,2,3,9.192463,0.000017,-0.000017,0,0.0795,0.005,-0.005,0,3.7,3.2,-2.4,0,0.0116415,0.01006833,-0.00755124,0,0,,,0,G8 V,5490,115,-115,0,0.85,0.03,-0.03,0,0.93,0.04,-0.04,0,0.02,0.06,-0.06,0,[Fe/H],4.53,0.22,-0.22,0,10.939,0.008,-0.008,9.19,0.023,-0.023,10.7498,0.000849,-0.000849
TOI-451 d,2,3,16.364962,0.000015,-0.000015,0,0.1168,0.0072,-0.0074,0,10.2,4.6,-4.5,0,0.03209279,0.01447322,-0.01415858,0,0,,,0,G8 V,5490,115,-115,0,0.85,0.03,-0.03,0,0.93,0.04,-0.04,0,0.02,0.06,-0.06,0,[Fe/H],4.53,0.22,-0.22,0,10.939,0.008,-0.008,9.19,0.023,-0.023,10.7498,0.000849,-0.000849
TOI-4515 b,1,1,15.266446,0.000013,-0.000013,0,0.118,0.001,-0.001,0,637,17,-17,0,2.005,0.052,-0.052,0,0.461,0.007,-0.007,0,G8/G9,5433,70,-70,0,0.86,0.03,-0.03,0,0.949,0.02,-0.02,0,0.05,0.03,-0.03,0,[Fe/H],4.48,0.1,-0.1,0,11.938,0.034,-0.034,10.134,0.018,-0.018,11.8121,0.000637,-0.000637
TOI-4552 b,1,1,0.30110032,0.00000014,-0.00000014,0,0.0056255,0.0000003,-0.0000003,0,1.83,0.47,-0.47,0,0.00575782,0.00147879,-0.00147879,0,0,,,0,M4.5 V,3258,115,-115,0,0.2869,0.0088,-0.0088,0,0.2619,0.0063,-0.0063,0,-0.07,0.09,-0.09,0,[Fe/H],4.94,0.028,-0.028,0,14.44,0.2,-0.2,9.395001,0.02,-0.02,13.2392,0.000465,-0.000465
TOI-4562 b,1,2,225.11781,0.00025,-0.00022,0,0.768,0.005,-0.005,0,732,152,-149,0,2.3,0.48,-0.47,0,0.76,0.02,-0.02,0,F7 V,6096,32,-32,0,1.152,0.046,-0.046,0,1.192,0.057,-0.057,0,0.08,0.06,-0.06,0,[M/H],4.39,0.01,-0.01,0,12.14,0.217,-0.217,10.619,0.023,-0.023,11.9551,0.000421,-0.000421
TOI-4562 c,1,2,3990,201,-192,0,5.219,0.002,-0.002,0,1833.869908,117.5965106,-177.9839079,0,5.77,0.37,-0.56,0,0.122,0.027,-0.026,0,F7 V,6096,32,-32,0,1.152,0.046,-0.046,0,1.192,0.057,-0.057,0,0.08,0.06,-0.06,0,[M/H],4.39,0.01,-0.01,0,12.14,0.217,-0.217,10.619,0.023,-0.023,11.9551,0.000421,-0.000421
TOI-4600 b,1,2,82.6869,0.0003,-0.0003,0,0.349,0.021,-0.021,0,959.8417891,,,1,3.02,,,1,0.25,0.33,-0.17,0,K V,5170,120,-120,0,0.81,0.03,-0.03,0,0.89,0.05,-0.05,0,0.16,0.08,-0.08,0,[Fe/H],4.57,0.02,-0.02,0,12.577,0.034,-0.034,10.571,0.018,-0.018,12.4406,0.000252,-0.000252
TOI-4600 c,1,2,482.8191,0.0018,-0.0017,0,1.152,0.068,-0.068,0,2946.269333,,,1,9.27,,,1,0.21,0.29,-0.14,0,K V,5170,120,-120,0,0.81,0.03,-0.03,0,0.89,0.05,-0.05,0,0.16,0.08,-0.08,0,[Fe/H],4.57,0.02,-0.02,0,12.577,0.034,-0.034,10.571,0.018,-0.018,12.4406,0.000252,-0.000252
TOI-4603 b,1,1,7.24599,0.00022,-0.00021,0,0.0888,0.001,-0.001,0,4096.808166,184.3404761,-181.162192,0,12.89,0.58,-0.57,0,0.325,0.02,-0.02,0,F,6264,95,-94,0,2.738,0.048,-0.05,0,1.765,0.061,-0.061,0,0.342,0.039,-0.04,0,[Fe/H],3.81,0.021,-0.02,0,9.24,0.03,-0.03,7.786,0.017,-0.017,9.07469,0.000241,-0.000241
TOI-4633 c,2,1,271.9445,0.0039,-0.004,0,0.847,0.061,-0.061,0,123,,,1,0.38700128,,,1,0.117,0.186,-0.085,0,G V,5800,50,-50,0,1.05,0.05,-0.05,0,1.1,0.06,-0.06,0,,,,,,,,,,9.017,0.002,-0.002,7.349,0.024,-0.024,8.81983,0.000231,-0.000231
TOI-4666 b,1,1,2.9089168,0.0000007,-0.0000006,0,0.0333,0.0002,-0.0002,0,222.4798849,19.06970442,-19.06970442,0,0.7,0.06,-0.06,0,0,,,0,M2.5 V,3512,36,-36,0,0.59,0.02,-0.02,0,0.58,0.01,-0.01,0,0.19,0.12,-0.12,0,[Fe/H],4.626,0.008,-0.004,0,15.333,0.172,-0.172,11.085,0.025,-0.025,14.3906,0.000932,-0.000932
TOI-470 b,1,1,12.19148,0.00003,-0.00003,0,0.119,0.008,-0.008,0,,,,,,,,,,,,,G,5190,90,-90,0,0.831,0.021,-0.021,0,0.87,0.09,-0.09,0,0.1,0.08,-0.08,0,[Fe/H],4.54,0.1,-0.1,0,11.171,0.017,-0.017,9.422,0.019,-0.019,11.2461,0.000581,-0.000581
TOI-481 b,1,1,10.33111,0.00002,-0.00002,0,0.097,0.001,-0.001,0,486.2799,9.5349,-9.5349,0,1.53,0.03,-0.03,0,0.153,0.006,-0.007,0,G,5735,72,-72,0,1.66,0.02,-0.02,0,1.14,0.02,-0.01,0,0.26,0.05,-0.05,0,[Fe/H],4.06,0.01,-0.01,0,9.972,0.005,-0.005,8.443,0.023,-0.023,9.84659,0.000432,-0.000432
TOI-4860 b,1,1,1.5227591,0.0000003,-0.0000003,0,0.01808,0.00015,-0.00015,0,86.7,1.9,-1.9,0,0.273,0.006,-0.006,0,0.008,0.013,-0.006,0,M3.5 V,3260,50,-50,0,0.358,0.015,-0.015,0,0.34,0.009,-0.009,0,0.27,0.12,-0.12,0,[Fe/H],4.86,0.04,-0.04,0,16.47,0.2,-0.2,11.175,0.026,-0.026,15.1091,0.001287,-0.001287
TOI-4940 b,1,1,25.867811,0.000058,-0.000056,0,0.165,0.012,-0.012,0,89,,,1,0.28002532,,,1,,,,,G8 V,5504,43,-55,0,1.163,0.054,-0.053,0,1.012,0.04,-0.047,0,0.326,0.037,-0.049,0,[Fe/H],4.232,0.106,-0.068,0,12.448,0.08,-0.08,10.769,0.023,-0.023,12.3039,0.00029,-0.00029
TOI-500 b,1,4,0.548177,0.000019,-0.000019,0,0.01189,0.00041,-0.0004,0,1.42,0.18,-0.18,0,0.00446782,0.00056634,-0.00056634,0,0.063,0.073,-0.044,0,K6 V,4440,100,-100,0,0.678,0.016,-0.016,0,0.74,0.017,-0.017,0,0.12,0.08,-0.08,0,[Fe/H],4.618,0.017,-0.017,0,10.54,0.03,-0.03,7.715,0.026,-0.026,10.1026,0.000308,-0.000308
TOI-5005 b,1,1,6.3085044,0.0000092,-0.0000088,0,0.06614,0.00045,-0.00045,0,32.7,5.9,-5.9,0,0.103,0.018,-0.018,0,,,,,G2 V,5749,61,-61,0,0.93,0.03,-0.03,0,0.97,0.02,-0.02,0,0.15,0.04,-0.04,0,[Fe/H],4.43,0.1,-0.1,0,11.867,0.149,-0.149,10.004,0.021,-0.021,11.6382,0.000445,-0.000445
TOI-5007 b,1,1,2.543371,0.000001,-0.000001,0,0.0307,0.0012,-0.0012,0,211.0380623,13.6666215,-13.34879309,0,0.664,0.043,-0.042,0,0.074,0.026,-0.03,0,M1&plusmn;0.5,3793,80,-80,0,0.656,0.019,-0.019,0,0.632,0.013,-0.013,0,0.43,0.12,-0.12,0,[Fe/H],4.604,0.027,-0.027,0,15.327,0.183,-0.183,11.307,0.019,-0.019,14.6524,0.00045,-0.00045
TOI-5126 b,1,2,5.4588385,0.000007,-0.0000072,0,0.06519,0.00087,-0.00082,0,,,,,,,,,0,,,0,F V,6150,110,-130,0,1.241,0.032,-0.027,0,1.24,0.05,-0.046,0,0.18,0.13,-0.13,0,[Fe/H],4.224,0.051,-0.062,0,10.141,0.006,-0.006,8.777,0.018,-0.018,9.93629,0.001181,-0.001181
TOI-5126 c,1,2,17.8999,0.0018,-0.0013,0,0.1439,0.0019,-0.0018,0,,,,,,,,,0,,,0,F V,6150,110,-130,0,1.241,0.032,-0.027,0,1.24,0.05,-0.046,0,0.18,0.13,-0.13,0,[Fe/H],4.224,0.051,-0.062,0,10.141,0.006,-0.006,8.777,0.018,-0.018,9.93629,0.001181,-0.001181
TOI-5143 c,1,1,5.2097118,0.0000032,-0.0000039,0,0.05602,0.00082,-0.00079,0,,,,,,,,,,,,,K V,5183,125,-125,0,0.852,0.02,-0.02,0,0.864,0.04,-0.033,0,0.107,0.044,-0.044,0,[Fe/H],4.514,0.029,-0.027,0,11.935,0.029,-0.029,9.98,0.019,-0.019,11.8113,0.001085,-0.001085
TOI-5153 b,1,1,20.33003,0.00007,-0.00007,0,0.158,0.006,-0.006,0,1036.120607,57.20911326,-54.03082919,0,3.26,0.18,-0.17,0,0.091,0.024,-0.026,0,F8 V,6300,80,-80,0,1.4,0.04,-0.04,0,1.24,0.07,-0.07,0,0.12,0.08,-0.08,0,[Fe/H],4.3,0.15,-0.15,0,11.932,0.022,-0.022,10.408,0.019,-0.019,11.5779,0.000363,-0.000363
TOI-519 b,1,1,1.2652328,0.0000005,-0.0000005,0,0.0159,0.0001,-0.0001,0,147.1545524,26.06192937,-27.96889982,0,0.463,0.082,-0.088,0,0.33,,,1,M V,3322,49,-49,0,0.35,0.01,-0.01,0,0.335,0.008,-0.008,0,0.27,0.09,-0.09,0,[Fe/H],4.87,0.03,-0.03,0,17.35,0.2,-0.2,11.951,0.024,-0.024,15.7067,0.000437,-0.000437
TOI-5205 b,1,1,1.630757,0.000001,-0.000001,0,0.0199,0.0002,-0.0002,0,343,18,-17,0,1.08,0.06,-0.06,0,0.02,0.02,-0.014,0,M4.0,3430,54,-54,0,0.394,0.011,-0.011,0,0.392,0.015,-0.015,0,0,,,0,[Fe/H],4.84,0.03,-0.03,0,15.899,1.03,-1.03,11.006,0.023,-0.023,14.9317,0.00164,-0.00164
TOI-521 b,1,1,1.54285047,0.000001,-0.0000008,0,0.0195,0.0003,-0.0003,0,5.3,1,-1,0,0.01667566,0.00314635,-0.00314635,0,0,,,0,M3,3544,100,-100,0,0.421,0.028,-0.028,0,0.42,0.03,-0.03,0,-0.12,0.08,-0.08,0,[Fe/H],4.97,0.1,-0.1,0,14.691,0.066,-0.066,10.089,0.019,-0.019,13.5861,0.000364,-0.000364
TOI-5292 A b,1,1,2.02191,0.000003,-0.000003,0,0.0279,0.0013,-0.0013,0,412.8591007,25.74410097,-23.51930212,0,1.299,0.081,-0.074,0,0.034,0.024,-0.02,0,M0&plusmn;0.5,3919,80,-80,0,0.611,0.019,-0.019,0,0.596,0.013,-0.013,0,0.33,0.14,-0.14,0,[Fe/H],4.642,0.029,-0.029,0,16.416,0.206,-0.206,12.777,0.023,-0.023,15.9091,0.000724,-0.000724
TOI-5293 A b,2,1,2.930289,0.000004,-0.000004,0,0.034,0.004,-0.003,0,170.4,21.8,-21.9,0,0.54,0.07,-0.07,0,0.38,,,1,M3+/-1,3586,88,-88,0,0.52,0.02,-0.01,0,0.54,0.02,-0.02,0,-0.03,0.12,-0.12,0,[Fe/H],4.77,0.05,-0.05,0,16.19,1.133,-1.133,11.639,0.035,-0.035,14.9816,0.000555,-0.000555
TOI-530 b,1,1,6.387597,0.000019,-0.000018,0,0.052,0.005,-0.004,0,127.1313628,28.60455663,-31.7828407,0,0.4,0.09,-0.1,0,0,,,0,M0.5 V,3659,120,-120,0,0.54,0.03,-0.03,0,0.53,0.02,-0.02,0,0.376,0.095,-0.095,0,[Fe/H],4.7,0.03,-0.03,0,15.403,0.136,-0.136,11.238,0.02,-0.02,14.6439,0.000567,-0.000567
TOI-5300 b,1,1,2.262196,0.000003,-0.000003,0,0.0295,0.0003,-0.0003,0,190.6970442,31.7828407,-31.7828407,0,0.6,0.1,-0.1,0,0,,,0,K4 V,4610,207,-207,0,0.65,0.06,-0.06,0,0.67,0.02,-0.02,0,-0.17,0.07,-0.07,0,[Fe/H],4.64,0.08,-0.08,0,13.869,0.263,-0.263,10.568,0.021,-0.021,13.2333,0.000735,-0.000735
TOI-5319 b,1,1,4.07853,0.000008,-0.000008,0,0.0506,0.0025,-0.006,0,,,,,,,,,,,,,M,3580,124.25,-124.25,0,0.485,0.067,-0.067,0,0.5,0.096,-0.096,0,,,,,,4.5,,,-1,13.947,0.018,-0.018,9.553001,0.029,-0.029,13.1344,0.000778,-0.000778
TOI-5349 b,1,1,3.317921,0.000002,-0.000002,0,0.0369,0.0004,-0.0004,0,127.4,5.8,-5.5,0,0.4,0.02,-0.02,0,0.03,0.03,-0.02,0,M1+/-0.5,3751,59,-59,0,0.58,0.01,-0.01,0,0.61,0.02,-0.02,0,0.5,0.16,-0.16,0,[Fe/H],4.72,0.04,-0.04,0,15.685,0.046,-0.046,11.514,0.017,-0.017,14.8907,0.000672,-0.000672
TOI-5398 b,1,2,10.590547,0.000012,-0.000011,0,0.098,0.005,-0.005,0,58.7,5.7,-5.6,0,0.18469085,0.01793421,-0.01761957,0,0.13,,,1,G V,6000,75,-75,0,1.051,0.013,-0.013,0,1.146,0.013,-0.013,0,0.09,0.06,-0.06,0,[Fe/H],4.44,0.1,-0.1,0,10.059,0.005,-0.005,8.713,0.018,-0.018,9.98233,0.000636,-0.000636
TOI-5398 c,1,2,4.77271,0.00016,-0.00014,0,0.057,0.003,-0.003,0,11.8,4.8,-4.7,0,0.03712695,0.01510249,-0.01478785,0,0.14,,,1,G V,6000,75,-75,0,1.051,0.013,-0.013,0,1.146,0.013,-0.013,0,0.09,0.06,-0.06,0,[Fe/H],4.44,0.1,-0.1,0,10.059,0.005,-0.005,8.713,0.018,-0.018,9.98233,0.000636,-0.000636
TOI-540 b,1,1,1.2391491,0.0000017,-0.0000017,0,0.01223,0.00036,-0.00036,0,,,,,,,,,0,,,0,M V,3216,83,-83,0,0.1895,0.0079,-0.0079,0,0.159,0.014,-0.014,0,,,,,,,,,,14.823,0.149,-0.149,8.9,0.021,-0.021,12.8938,0.000481,-0.000481
TOI-5542 b,1,1,75.12375,0.00019,-0.00018,0,0.332,0.016,-0.016,0,419.5334972,31.7828407,-31.7828407,0,1.32,0.1,-0.1,0,0.018,0.026,-0.013,0,G3 V,5700,80,-80,0,1.058,0.036,-0.036,0,0.89,0.056,-0.031,0,-0.21,0.08,-0.08,0,[Fe/H],4.2,0.2,-0.2,0,12.42,0.046,-0.046,10.897,0.021,-0.021,12.2819,0.000189,-0.000189
TOI-558 b,1,1,14.574071,0.000026,-0.000026,0,0.1291,0.002,-0.0021,0,1147.360549,47.67426105,-47.67426105,0,3.61,0.15,-0.15,0,0.298,0.022,-0.02,0,F V,6466,95,-93,0,1.496,0.042,-0.04,0,1.349,0.064,-0.065,0,-0.004,0.059,-0.055,0,[Fe/H],4.218,0.03,-0.031,0,11.233,0.013,-0.013,10.262,0.023,-0.023,11.3253,0.000593,-0.000593
TOI-559 b,1,1,6.9839095,0.0000051,-0.0000051,0,0.0723,0.0013,-0.0013,0,1910.148726,76.27881768,-73.10053361,0,6.01,0.24,-0.23,0,0.151,0.012,-0.011,0,G V,5925,85,-76,0,1.233,0.028,-0.026,0,1.026,0.057,-0.057,0,-0.069,0.065,-0.079,0,[Fe/H],4.268,0.024,-0.028,0,11.091,0.007,-0.007,9.638,0.024,-0.024,10.9777,0.000405,-0.000405
TOI-561 b,1,4,0.446578,0.000017,-0.000017,0,0.01055,0.00008,-0.00008,0,1.59,0.36,-0.36,0,0.00500267,0.00113268,-0.00113268,0,0,,,0,G9 V,5455,65,-47,0,0.849,0.007,-0.007,0,0.785,0.018,-0.018,0,-0.33,0.1,-0.05,0,[Fe/H],4.47,0.01,-0.01,0,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278
TOI-561 c,1,4,10.779,0.004,-0.004,0,0.08809,0.0007,-0.0007,0,5.4,0.98,-0.98,0,0.01699021,0.00308341,-0.00308341,0,0.06,0.067,-0.042,0,G9 V,5455,65,-47,0,0.849,0.007,-0.007,0,0.785,0.018,-0.018,0,-0.33,0.1,-0.05,0,[Fe/H],4.47,0.01,-0.01,0,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278
TOI-561 d,1,4,25.7124,0.0001,-0.0002,0,0.158,0.002,-0.002,0,13.2,1,-0.9,0,0.04153184,0.00314635,-0.00283172,0,0.122,0.054,-0.048,0,G9 V,5372,70,-70,0,0.843,0.005,-0.005,0,0.806,0.036,-0.036,0,-0.4,0.05,-0.05,0,[Fe/H],4.5,0.12,-0.12,0,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278
TOI-561 e,1,4,77.03,0.25,-0.24,0,0.328,0.003,-0.003,0,12.6,1.4,-1.4,0,0.03964403,0.00440489,-0.00440489,0,0.079,0.058,-0.05,0,G9 V,5372,70,-70,0,0.843,0.005,-0.005,0,0.806,0.036,-0.036,0,-0.4,0.05,-0.05,0,[Fe/H],4.5,0.12,-0.12,0,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278
TOI-5678 b,1,1,47.73022,0.00014,-0.00013,0,0.249,0.005,-0.005,0,20,4,-4,0,0.06292704,0.01258541,-0.01258541,0,0.14,0.07,-0.07,0,G7 V,5485,63,-63,0,0.938,0.007,-0.007,0,0.905,0.039,-0.041,0,0,0.01,-0.01,0,[Fe/H],4.34,0.11,-0.11,0,11.438,0.012,-0.012,9.563,0.019,-0.019,11.1483,0.000401,-0.000401
TOI-5713 b,1,1,10.441989,0.000015,-0.000014,0,0.06008,0.00046,-0.00046,0,,,,,,,,,0.24,0.4,-0.17,0,M3.5+/-0.5,3225,41,-40,0,0.2992,0.0073,-0.0072,0,0.2653,0.0061,-0.0061,0,-0.03,0.13,-0.13,0,[Fe/H],4.91,0.023,-0.022,0,15.355,0.018,-0.018,10.217,0.016,-0.016,14.0104,0.000528,-0.000528
TOI-5720 b,1,1,1.4344555,0.0000036,-0.0000036,0,0.018288,0.000279,-0.000279,0,4.3,,,1,0.01352931,,,1,,,,,M3.5 +/- 1.0,3325,75,-75,0,0.383,0.018,-0.018,0,0.383,0.019,-0.019,0,0.03,0.2,-0.2,0,[Fe/H],5.01,0.04,-0.04,0,13.847,0.043,-0.043,9.288,0.015,-0.015,12.8215,0.000608,-0.000608
TOI-5734 b,1,1,6.1841876,0.000008,-0.0000094,0,0.05921,0.00024,-0.00024,0,9.1,2.6,-2.6,0,0.0286318,0.00818051,-0.00818051,0,,,,,K3-K4 V,4750,100,-100,0,0.639,0.034,-0.034,0,0.724,0.009,-0.009,0,-0.13,0.03,-0.03,0,[Fe/H],4.66,0.06,-0.06,0,9.613,0.006,-0.006,6.987,0.016,-0.016,9.19044,0.000483,-0.000483
TOI-5789 b,1,4,2.76369,0.00096,-0.00096,0,0.03608,0.00045,-0.00045,0,2.12,0.28,-0.28,0,0.00667027,0.00088098,-0.00088098,0,0,,,0,K1 V,5185,80,-80,0,0.833,0.023,-0.023,0,0.821,0.032,-0.027,0,-0.12,0.08,-0.08,0,[Fe/H],4.511,0.026,-0.024,0,7.35063,0.023,-0.023,5.35,0.024,-0.024,7.09999,0.000148,-0.000148
TOI-5789 c,1,4,12.927748,0.000016,-0.000016,0,0.1009,0.0013,-0.0013,0,5,0.5,-0.5,0,0.01573176,0.00157318,-0.00157318,0,0.067,,,1,K1 V,5185,80,-80,0,0.833,0.023,-0.023,0,0.821,0.032,-0.027,0,-0.12,0.08,-0.08,0,[Fe/H],4.511,0.026,-0.024,0,7.35063,0.023,-0.023,5.35,0.024,-0.024,7.09999,0.000148,-0.000148
TOI-5789 d,1,4,29.65,0.12,-0.12,0,0.1756,0.0023,-0.0023,0,4.29,0.68,-0.68,0,0.01349785,0.00213952,-0.00213952,0,0.096,,,1,K1 V,5185,80,-80,0,0.833,0.023,-0.023,0,0.821,0.032,-0.027,0,-0.12,0.08,-0.08,0,[Fe/H],4.511,0.026,-0.024,0,7.35063,0.023,-0.023,5.35,0.024,-0.024,7.09999,0.000148,-0.000148
TOI-5789 e,1,4,62.98,0.22,-0.22,0,0.2901,0.0037,-0.0037,0,11.61,0.97,-0.97,0,0.03652915,0.00305196,-0.00305196,0,0.071,,,1,K1 V,5185,80,-80,0,0.833,0.023,-0.023,0,0.821,0.032,-0.027,0,-0.12,0.08,-0.08,0,[Fe/H],4.511,0.026,-0.024,0,7.35063,0.023,-0.023,5.35,0.024,-0.024,7.09999,0.000148,-0.000148
TOI-5795 b,1,1,6.1406325,0.0000054,-0.0000054,0,0.064,0.002,-0.002,0,23.66,4.09,-4.61,0,0.07444269,0.01286858,-0.01450468,0,0.25,,,1,G3 V,5715,55,-55,0,1.082,0.026,-0.026,0,0.901,0.055,-0.037,0,-0.27,0.07,-0.07,0,[Fe/H],4.32,0.13,-0.13,0,10.708,0.009,-0.009,9.168,0.021,-0.021,10.6376,0.000361,-0.000361
TOI-5799 b,1,2,4.164507,0.000005,-0.000006,0,0.0348,0.001,-0.0011,0,,,,,,,,,,,,,M2 V,3452,96,-96,0,0.321,0.014,-0.014,0,0.325,0.03,-0.03,0,0.01,0.16,-0.17,0,[Fe/H],4.936,0.034,-0.035,0,13.29,0.077,-0.077,8.952,0.021,-0.021,12.3212,0.000266,-0.000266
TOI-5799 c,1,2,14.010449,0.000056,-0.000046,0,0.0782,0.0023,-0.0025,0,,,,,,,,,,,,,M2 V,3452,96,-96,0,0.321,0.014,-0.014,0,0.325,0.03,-0.03,0,0.01,0.16,-0.17,0,[Fe/H],4.936,0.034,-0.035,0,13.29,0.077,-0.077,8.952,0.021,-0.021,12.3212,0.000266,-0.000266
